,FIPS,County,State,2010_Census_Population,Population_Estimate_2011,Population_Estimate_2012,Population_Estimate_2013,Population_Estimate_2014,Population_Estimate_2015,Population_Estimate_2016,Population_Estimate_2017,Population_Estimate_2018
309,9003,Hartford County, Connecticut,894014,896776,897694,897724,897493,896358,894170,892931,892697
310,9005,Litchfield County, Connecticut,189927,189002,187609,186886,185398,184133,182801,181710,181111
311,9007,Middlesex County, Connecticut,165676,166176,165441,165156,164597,163555,163152,162855,162682
312,9009,New Haven County, Connecticut,862477,863827,864589,862889,862996,860292,857991,857794,857620
313,9011,New London County, Connecticut,274055,273013,274085,272981,271465,269717,268612,267826,266784
314,9013,Tolland County, Connecticut,152691,153027,151963,151783,151710,151685,151094,150933,150921
315,9015,Windham County, Connecticut,118428,118305,117917,117505,116769,116468,116052,116374,117027
316,10001,Kent County, Delaware,162310,165097,167288,169029,171458,173129,174528,176445,178550
317,10003,New Castle County, Delaware,538479,541866,544861,548383,550851,553658,555403,556419,559335
318,10005,Sussex County, Delaware,197145,200353,203039,206226,210287,214626,219285,224214,229286
319,11001,District of Columbia, District of Columbia,601723,619602,634725,650431,662513,675254,686575,695691,702455
320,12001,Alachua County, Florida,247336,249806,251513,252498,255499,259177,264287,266820,269956
321,12003,Baker County, Florida,27115,27043,27047,27001,27118,27351,27872,28230,28355
322,12005,Bay County, Florida,168852,169541,171749,174606,178305,181387,183384,184046,185287
323,12007,Bradford County, Florida,28520,28432,27049,26803,26553,26743,26736,27133,27732
324,12009,Brevard County, Florida,543376,544319,546978,550290,555598,565992,577338,588265,596849
325,12011,Broward County, Florida,1748066,1786955,1814489,1837055,1861602,1885443,1912977,1934471,1951260
326,12013,Calhoun County, Florida,14625,14715,14663,14577,14451,14411,14334,14437,14587
327,12015,Charlotte County, Florida,159978,159851,162749,164694,168075,172437,177722,181537,184998
328,12017,Citrus County, Florida,141236,139756,139175,138830,138833,140311,142850,145512,147929
329,12019,Clay County, Florida,190865,192278,193836,195645,198572,202386,207247,212177,216072
330,12021,Collier County, Florida,321520,327632,332277,339065,347326,356107,365345,372345,378488
331,12023,Columbia County, Florida,67531,67309,67879,67415,67784,68197,69217,69825,70503
332,12027,DeSoto County, Florida,34862,34841,35006,34905,35344,35650,36261,37252,37489
333,12029,Dixie County, Florida,16422,16405,16154,16083,16038,16352,16461,16636,16700
334,12031,Duval County, Florida,864263,872297,880095,885975,896743,910584,925996,937642,950181
335,12033,Escambia County, Florida,297619,299357,303397,306677,307951,309332,311537,313258,315534
336,12035,Flagler County, Florida,95696,97465,98447,99816,101922,104420,107351,109937,112067
337,12037,Franklin County, Florida,11549,11469,11608,11521,11658,11706,11830,11752,11736
338,12039,Gadsden County, Florida,46389,47366,46581,46090,46119,46051,46051,45972,45894
339,12041,Gilchrist County, Florida,16939,16990,16892,16953,16987,17369,17598,17865,18256
340,12043,Glades County, Florida,12884,12836,12670,12672,12952,13111,13420,13608,13724
341,12045,Gulf County, Florida,15863,15758,15767,15881,16000,15928,16061,16122,16164
342,12047,Hamilton County, Florida,14799,14592,14720,14339,14070,14267,14309,14389,14310
343,12049,Hardee County, Florida,27731,27682,27444,27319,27281,27185,27229,27202,27245
344,12051,Hendry County, Florida,39140,38977,37887,37831,38508,39325,40103,41144,41556
345,12053,Hernando County, Florida,172778,172830,172719,173655,175322,177949,182558,186784,190865
346,12055,Highlands County, Florida,98786,98477,98222,98088,98606,100222,102191,104060,105424
347,12057,Hillsborough County, Florida,1229226,1271110,1281712,1293824,1317571,1348848,1380991,1410115,1436888
348,12059,Holmes County, Florida,19927,19838,19696,19595,19566,19270,19389,19448,19477
349,12061,Indian River County, Florida,138028,139100,140485,141913,144469,147478,151248,154314,157413
350,12063,Jackson County, Florida,49746,49188,49106,48878,48733,48625,48337,48360,48305
351,12065,Jefferson County, Florida,14761,14526,14216,14207,14052,14101,13938,14147,14288
352,12067,Lafayette County, Florida,8870,8801,8796,8822,8869,8734,8763,8623,8732
353,12069,Lake County, Florida,297052,300488,303738,308002,315388,325091,334748,345087,356495
354,12071,Lee County, Florida,618754,631031,644243,659920,677361,699530,722386,739506,754610
355,12073,Leon County, Florida,275487,278334,283609,281893,283785,285997,286977,291247,292502
356,12075,Levy County, Florida,40801,40151,39826,39437,39302,39599,39829,40306,40770
357,12077,Liberty County, Florida,8365,8261,8298,8358,8414,8408,8302,8242,8457
358,12079,Madison County, Florida,19224,19131,18975,18761,18602,18474,18299,18465,18529
359,12081,Manatee County, Florida,322833,327549,333886,341933,350972,362587,375402,385450,394855
360,12083,Marion County, Florida,331298,332275,333900,335117,338057,342335,347767,353717,359977
361,12085,Martin County, Florida,146318,147865,148983,151144,153153,155624,158426,159792,160912
362,12086,Miami-Dade County, Florida,2496435,2569856,2602184,2635640,2660389,2688156,2722574,2744878,2761581
363,12087,Monroe County, Florida,73090,73963,74568,75834,76284,76696,76982,76636,75027
364,12089,Nassau County, Florida,73314,74139,74512,75384,76253,77930,80009,82864,85832
365,12091,Okaloosa County, Florida,180822,183088,189761,192697,194633,197839,200260,203684,207269
366,12093,Okeechobee County, Florida,39996,39871,39718,39491,39581,39836,40716,41188,41537
367,12095,Orange County, Florida,1145956,1170526,1202594,1227642,1256908,1290639,1324843,1352933,1380645
368,12097,Osceola County, Florida,268685,278637,288908,299304,311137,323578,337730,352661,367990
369,12099,Palm Beach County, Florida,1320134,1336720,1355058,1376716,1399039,1424685,1451384,1470338,1485941
370,12101,Pasco County, Florida,464697,466428,469641,474388,483465,494919,509929,525021,539630
371,12103,Pinellas County, Florida,916542,918380,921647,928488,936517,947535,960737,969305,975280
372,12105,Polk County, Florida,602095,609943,615486,622712,634520,648758,666236,685830,708009
373,12107,Putnam County, Florida,74364,73639,72912,72362,71968,71935,72378,73385,74163
374,12109,St. Johns County, Florida,190039,196088,202061,209449,217865,226464,234996,243928,254261
375,12111,St. Lucie County, Florida,277789,280420,282974,285370,290146,297442,305837,313400,321128
376,12113,Santa Rosa County, Florida,151372,155722,158189,160389,162669,166231,169892,174069,179349
377,12115,Sarasota County, Florida,379448,382223,386465,389997,396445,404842,413027,419689,426718
378,12117,Seminole County, Florida,422718,426307,430539,435531,441453,448246,455665,462236,467832
379,12119,Sumter County, Florida,93420,97972,101674,106908,112245,117070,121995,124933,128754
380,12121,Suwannee County, Florida,41551,43360,43531,43584,43784,43671,43837,44136,44191
381,12123,Taylor County, Florida,22570,22656,22753,22868,22579,22360,22115,21815,21623
382,12125,Union County, Florida,15535,15299,15258,15162,15260,15274,15252,15469,14940
383,12127,Volusia County, Florida,494593,494421,496537,500474,506786,516918,528747,538180,547538
384,12129,Wakulla County, Florida,30776,30970,30852,30999,31410,31522,31893,32101,32461
385,12131,Walton County, Florida,55043,55590,57186,59186,61183,63048,65410,68275,71375
386,12133,Washington County, Florida,24896,24507,24740,24503,24300,24561,24471,24618,24880
387,13001,Appling County, Georgia,18236,18458,18388,18375,18476,18423,18424,18438,18507
388,13003,Atkinson County, Georgia,8375,8360,8254,8266,8218,8344,8252,8215,8297
389,13005,Bacon County, Georgia,11096,11139,11142,11168,11175,11242,11301,11236,11185
390,13007,Baker County, Georgia,3451,3315,3376,3351,3292,3196,3186,3180,3092
391,13009,Baldwin County, Georgia,45720,45173,46511,46180,45914,45542,45231,44921,44823
392,13011,Banks County, Georgia,18395,18244,18128,18217,18223,18378,18321,18638,18988
393,13013,Barrow County, Georgia,69367,69835,70130,71240,72853,74964,76965,78843,80809
394,13015,Bartow County, Georgia,100157,100150,100287,100971,101291,102079,103340,104981,106408
395,13017,Ben Hill County, Georgia,17634,17566,17580,17429,17430,17334,17216,17001,16787
396,13019,Berrien County, Georgia,19286,19377,19162,19059,18815,18975,18972,19113,19252
397,13021,Bibb County, Georgia,155547,156160,156610,155036,154333,153948,153180,152892,153095
398,13023,Bleckley County, Georgia,13063,13078,12888,12740,12703,12705,12856,12775,12838
399,13025,Brantley County, Georgia,18411,18545,18513,18241,18349,18416,18376,18767,18897
400,13027,Brooks County, Georgia,16243,15982,15618,15654,15533,15680,15738,15648,15513
401,13029,Bryan County, Georgia,30233,31267,32253,33035,33667,34792,35836,37019,38109
402,13031,Bulloch County, Georgia,70217,72637,73112,71833,72671,73152,74708,76084,77296
403,13033,Burke County, Georgia,23316,23489,23030,22812,22610,22620,22581,22518,22423
404,13035,Butts County, Georgia,23655,23580,23413,23194,23314,23494,23709,24042,24193
405,13037,Calhoun County, Georgia,6694,6624,6565,6596,6505,6531,6352,6399,6352
406,13039,Camden County, Georgia,50513,50297,51341,51403,51918,52470,52438,53067,53677
407,13043,Candler County, Georgia,10998,11202,11096,10953,10859,10867,10847,10725,10836
408,13045,Carroll County, Georgia,110527,110727,111413,112276,113942,114467,116123,117458,118121
409,13047,Catoosa County, Georgia,63942,64756,64868,65228,65477,65799,66294,66503,67420
410,13049,Charlton County, Georgia,12171,13454,13350,13109,13052,13234,12838,12822,12968
411,13051,Chatham County, Georgia,265128,271590,276134,277631,282197,285959,288633,289260,289195
412,13053,Chattahoochee County, Georgia,11267,11261,12270,12254,11709,11067,10088,10285,10684
413,13055,Chattooga County, Georgia,26015,25675,25616,25040,24857,24895,24826,24716,24790
414,13057,Cherokee County, Georgia,214346,217711,220638,224336,230208,235387,241912,247894,254149
415,13059,Clarke County, Georgia,116714,118227,119904,120905,120413,123552,124894,126820,127330
416,13061,Clay County, Georgia,3183,3161,3105,3014,3072,3077,3005,2962,2887
417,13063,Clayton County, Georgia,259424,261981,265283,264033,266678,272868,279636,284534,289615
418,13065,Clinch County, Georgia,6798,6723,6695,6762,6785,6836,6761,6684,6648
419,13067,Cobb County, Georgia,688078,696501,706399,716162,727757,739319,748563,752783,756865
420,13069,Coffee County, Georgia,42356,43004,43135,43092,42899,43000,42929,42885,43093
421,13071,Colquitt County, Georgia,45498,45782,46033,46150,45893,45509,45492,45543,45592
422,13073,Columbia County, Georgia,124053,128812,132560,136178,139151,143912,147477,151642,154291
423,13075,Cook County, Georgia,17212,17031,16902,17051,17298,17069,17159,17230,17162
424,13077,Coweta County, Georgia,127317,129345,130575,132937,135140,138106,140419,143050,145864
425,13079,Crawford County, Georgia,12630,12614,12610,12514,12431,12382,12294,12295,12318
426,13081,Crisp County, Georgia,23439,23750,23587,23294,23063,22949,22893,22723,22601
427,13083,Dade County, Georgia,16633,16591,16509,16448,16282,16157,16220,16249,16226
428,13085,Dawson County, Georgia,22330,22290,22464,22683,22978,23312,23608,24324,25083
429,13087,Decatur County, Georgia,27842,27649,27446,27398,27178,27055,26683,26674,26575
430,13089,DeKalb County, Georgia,691893,698304,710515,717736,725039,734770,747482,752088,756558
431,13091,Dodge County, Georgia,21796,21610,21514,21428,21174,21135,20839,20741,20705
432,13093,Dooly County, Georgia,14918,14607,14414,14370,14247,14034,13848,13690,13706
433,13095,Dougherty County, Georgia,94565,95046,94676,93391,92720,91495,90371,89417,91243
434,13097,Douglas County, Georgia,132403,133121,133580,136058,138055,140268,141872,143672,145331
435,13099,Early County, Georgia,11008,10788,10639,10537,10447,10452,10292,10304,10247
436,13101,Echols County, Georgia,4034,4067,3970,3996,4037,4037,3963,3933,4000
437,13103,Effingham County, Georgia,52250,52690,53336,54428,55419,57086,58692,60058,62190
438,13105,Elbert County, Georgia,20166,19822,19575,19487,19389,19299,19143,19108,19120
439,13107,Emanuel County, Georgia,22598,22492,22737,22634,22486,22477,22419,22501,22612
440,13109,Evans County, Georgia,11000,10978,10677,10796,10814,10695,10648,10756,10721
441,13111,Fannin County, Georgia,23682,23635,23605,23821,23856,24439,25032,25336,25964
442,13113,Fayette County, Georgia,106567,107151,107316,108063,109217,110203,111336,112629,113459
443,13115,Floyd County, Georgia,96317,96153,95934,95885,95890,96200,96675,97427,97927
444,13117,Forsyth County, Georgia,175511,181812,186825,193852,202659,211228,220311,228588,236612
445,13119,Franklin County, Georgia,22084,21967,21914,22043,22176,22262,22292,22815,23023
446,13121,Fulton County, Georgia,920581,947410,973236,981562,992022,1005775,1022714,1038884,1050114
447,13123,Gilmer County, Georgia,28292,28302,28262,28696,28979,29497,29907,30409,30816
448,13125,Glascock County, Georgia,3082,3099,3103,3055,3004,3018,2979,3050,2995
449,13127,Glynn County, Georgia,79626,80097,80858,81494,82177,83373,84241,84859,85219
450,13129,Gordon County, Georgia,55186,55478,55651,55731,55815,56329,56933,57187,57685
451,13131,Grady County, Georgia,25011,25091,25266,25098,25214,25076,24844,24749,24748
452,13133,Greene County, Georgia,15994,16051,16120,16248,16424,16644,16896,17220,17698
453,13135,Gwinnett County, Georgia,805321,822442,837018,853758,871394,888884,905277,918153,927781
454,13137,Habersham County, Georgia,43041,43045,43393,43177,43583,43804,44123,44547,45388
455,13139,Hall County, Georgia,179684,182271,184127,186486,189239,192458,196523,199439,202148
456,13141,Hancock County, Georgia,9429,9394,9080,8955,8574,8579,8631,8545,8348
457,13143,Haralson County, Georgia,28780,28467,28313,28336,28487,28704,28824,29231,29533
458,13145,Harris County, Georgia,32024,32309,32575,32539,32742,33159,33632,33943,34475
459,13147,Hart County, Georgia,25213,25419,25516,25465,25372,25431,25497,25756,26099
460,13149,Heard County, Georgia,11834,11725,11649,11561,11619,11552,11576,11759,11879
461,13151,Henry County, Georgia,203922,206950,208061,210086,213047,216571,221188,225508,230220
462,13153,Houston County, Georgia,139900,143864,145930,147639,148701,149412,151690,153138,155469
463,13155,Irwin County, Georgia,9538,9694,9614,9365,9092,9151,9317,9383,9398
464,13157,Jackson County, Georgia,60485,60966,60840,61271,62103,63436,65100,67716,70422
465,13159,Jasper County, Georgia,13900,13835,13644,13604,13538,13687,13769,13886,14040
466,13161,Jeff Davis County, Georgia,15068,15164,15198,15050,14937,15019,14955,15013,15029
467,13163,Jefferson County, Georgia,16930,16779,16358,16251,16130,15927,15760,15613,15430
468,13165,Jenkins County, Georgia,8340,8127,9117,9200,9043,8875,8762,8774,8683
469,13167,Johnson County, Georgia,9980,9998,10004,9900,9807,9709,9664,9760,9708
470,13169,Jones County, Georgia,28669,28733,28619,28572,28650,28446,28577,28453,28616
471,13171,Lamar County, Georgia,18317,18158,18028,17924,18187,18240,18500,18636,19000
472,13173,Lanier County, Georgia,10078,10474,10461,10408,10365,10266,10427,10433,10340
473,13175,Laurens County, Georgia,48434,47907,47862,47760,47599,47513,47302,47353,47325
474,13177,Lee County, Georgia,28298,28578,28709,29043,29132,29191,29212,29443,29764
475,13179,Liberty County, Georgia,63453,65170,64415,62350,64107,61640,61551,61745,61497
476,13181,Lincoln County, Georgia,7996,7871,7762,7733,7644,7719,7856,7861,7915
477,13183,Long County, Georgia,14464,15073,15978,16469,17014,17646,18347,18773,18998
478,13185,Lowndes County, Georgia,109233,111468,114069,112886,113510,113346,114342,115389,116321
479,13187,Lumpkin County, Georgia,29966,30486,30710,30894,31147,31324,31505,32822,32955
480,13189,McDuffie County, Georgia,21875,21612,21628,21501,21525,21468,21467,21497,21531
481,13191,McIntosh County, Georgia,14333,14223,13882,14027,14065,14033,14058,14102,14340
482,13193,Macon County, Georgia,14740,14455,14298,13976,13822,13695,13487,13251,13143
483,13195,Madison County, Georgia,28120,28162,28063,28194,28355,28397,28821,29277,29650
484,13197,Marion County, Georgia,8742,8701,8672,8580,8633,8556,8465,8414,8351
485,13199,Meriwether County, Georgia,21992,21600,21339,21223,21213,21177,21076,21031,21068
486,13201,Miller County, Georgia,6125,6071,6004,5899,5943,5843,5873,5833,5686
487,13205,Mitchell County, Georgia,23498,23394,23078,22991,22714,22453,22466,22333,22192
488,13207,Monroe County, Georgia,26424,26353,26385,26630,26681,26731,26935,27181,27520
489,13209,Montgomery County, Georgia,9123,9030,8887,8957,8983,8945,8991,9068,9193
490,13211,Morgan County, Georgia,17868,17898,17801,17678,17894,17945,18103,18381,18853
491,13213,Murray County, Georgia,39628,39365,39317,39187,39232,39450,39375,39809,39921
492,13215,Muscogee County, Georgia,189885,195244,198944,203198,200552,198674,196198,193766,194160
493,13217,Newton County, Georgia,99958,100453,100973,102064,103470,104941,106600,107935,109541
494,13219,Oconee County, Georgia,32808,33259,33511,34076,35072,35856,36871,38012,39272
495,13221,Oglethorpe County, Georgia,14899,14701,14503,14417,14538,14728,14710,14888,15054
496,13223,Paulding County, Georgia,142324,143574,144720,146750,148538,151703,155364,159552,164044
497,13225,Peach County, Georgia,27695,27659,27643,27040,27024,26855,26775,26881,27297
498,13227,Pickens County, Georgia,29431,29416,29286,29414,29834,30158,30661,31526,31980
499,13229,Pierce County, Georgia,18758,18773,18904,19015,19008,19097,19109,19219,19389
