,FIPS,MEDHHINC15,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10,METRO13
0,1001,56580.0,12.7,0,18.8,0,1
1,1003,52387.0,12.9,0,19.6,0,1
2,1005,31433.0,32.0,1,45.2,1,0
3,1007,40767.0,22.2,0,29.3,1,1
4,1009,50487.0,14.7,0,22.2,0,1
5,1011,28251.0,39.6,1,51.2,1,0
6,1013,33868.0,25.8,1,36.0,1,0
7,1015,42091.0,20.0,0,30.7,0,1
8,1017,35560.0,22.4,0,34.4,1,0
9,1019,39144.0,19.4,0,30.2,0,0
10,1021,42767.0,20.2,0,28.1,0,1
11,1023,35089.0,24.4,1,33.5,1,0
12,1025,37317.0,22.2,1,30.9,1,0
13,1027,38908.0,18.4,0,27.3,0,0
14,1029,42136.0,18.9,0,27.7,0,0
15,1031,46858.0,16.2,0,23.7,0,0
16,1033,41171.0,18.1,0,26.9,0,1
17,1035,29981.0,28.3,1,41.0,1,0
18,1037,36078.0,20.3,0,32.2,0,0
19,1039,36355.0,22.3,0,34.1,1,0
20,1041,36759.0,19.9,0,29.6,1,0
21,1043,39290.0,19.4,0,24.7,0,0
22,1045,45294.0,18.5,0,29.0,0,0
23,1047,29682.0,34.6,1,50.1,1,0
24,1049,37305.0,20.6,0,28.9,0,0
25,1051,53548.0,14.0,0,19.9,0,1
26,1053,36840.0,24.4,1,32.0,1,0
27,1055,42145.0,19.0,0,30.7,0,1
28,1057,37085.0,20.4,0,29.4,0,0
29,1059,38535.0,21.1,0,32.4,0,0
30,1061,36289.0,22.4,0,34.8,1,1
31,1063,25398.0,37.7,1,54.7,1,0
32,1065,35470.0,28.5,1,38.6,1,1
33,1067,42501.0,17.0,0,27.5,1,1
34,1069,43568.0,18.3,0,29.5,1,1
35,1071,40201.0,18.4,0,26.9,0,0
36,1073,48415.0,18.0,0,26.2,1,1
37,1075,36520.0,24.7,0,33.8,0,0
38,1077,43008.0,17.3,0,23.9,0,1
39,1079,41771.0,18.7,0,26.4,0,1
40,1081,46442.0,21.0,0,20.7,0,1
41,1083,55060.0,14.3,0,18.8,0,1
42,1085,31117.0,35.2,1,46.7,1,1
43,1087,29522.0,32.2,1,46.1,1,0
44,1089,59117.0,13.3,0,19.1,0,1
45,1091,35389.0,23.3,1,34.8,1,0
46,1093,34977.0,19.8,0,30.4,0,0
47,1095,40599.0,20.1,0,32.7,0,0
48,1097,42530.0,18.4,0,26.9,1,1
49,1099,35163.0,28.6,1,35.7,1,0
50,1101,42666.0,22.8,0,33.8,1,1
51,1103,47234.0,16.4,0,24.0,0,1
52,1105,26218.0,40.0,1,54.4,1,0
53,1107,33160.0,24.3,1,35.3,1,1
54,1109,34442.0,25.9,1,36.0,1,0
55,1111,37333.0,18.7,0,31.7,1,0
56,1113,36124.0,23.0,0,36.3,1,1
57,1115,53558.0,12.4,0,17.5,0,1
58,1117,70879.0,8.5,0,10.2,0,1
59,1119,25931.0,33.2,1,44.2,1,0
60,1121,37911.0,22.4,0,31.1,1,0
61,1123,39051.0,21.7,0,34.5,0,0
62,1125,47868.0,20.0,0,25.1,0,1
63,1127,37305.0,20.6,0,31.1,0,1
64,1129,42658.0,22.4,0,31.5,1,0
65,1131,23014.0,33.2,1,49.2,1,0
66,1133,36497.0,18.9,0,29.3,0,0
67,2013,57015.0,17.4,0,15.5,0,0
68,2016,80695.0,8.5,0,8.5,0,0
69,2020,77791.0,8.7,0,12.4,0,1
70,2050,44849.0,24.2,0,31.5,1,0
71,2060,66373.0,9.0,0,8.6,0,0
72,2068,73000.0,6.6,0,10.2,0,0
73,2070,50753.0,20.0,0,30.4,1,0
74,2090,70881.0,8.1,0,10.1,0,1
75,2100,57876.0,10.9,0,20.2,0,0
76,2105,53726.0,16.2,0,29.2,0,0
77,2110,82892.0,8.0,0,10.1,0,0
78,2122,62025.0,11.4,0,14.0,0,0
79,2130,65314.0,10.3,0,14.4,0,0
80,2150,67515.0,7.5,0,9.3,0,0
81,2164,42120.0,19.3,0,31.4,1,0
82,2170,76601.0,9.8,0,11.8,0,1
83,2180,52952.0,21.4,0,27.6,0,0
84,2185,70834.0,12.6,0,17.6,0,0
85,2188,53774.0,26.3,0,34.9,0,0
86,2195,63098.0,7.9,0,10.3,0,0
87,2198,45305.0,15.6,0,23.8,0,0
88,2220,68472.0,9.2,0,10.4,0,0
89,2230,65878.0,3.7,0,6.3,0,0
90,2240,60203.0,13.5,0,21.4,0,0
91,2261,70101.0,9.5,0,12.2,0,0
92,2270,,,1,,1,0
93,2275,54500.0,12.0,0,16.0,0,0
94,2282,53795.0,15.4,0,26.1,0,0
95,2290,37755.0,23.4,1,34.4,1,0
96,4001,31072.0,38.0,1,44.7,1,0
97,4003,43451.0,16.9,0,25.7,0,1
98,4005,51955.0,19.5,0,20.7,1,1
99,4007,41346.0,21.3,0,36.6,0,0
100,4009,44169.0,22.9,0,26.9,1,0
101,4011,58854.0,10.1,0,11.3,0,0
102,4012,34835.0,22.2,0,36.9,1,0
103,4013,56017.0,16.3,0,23.0,0,1
104,4015,40360.0,17.4,0,29.8,0,1
105,4017,37658.0,28.1,1,36.7,1,0
106,4019,47107.0,18.7,0,27.7,0,1
107,4021,50888.0,15.8,0,21.6,0,1
108,4023,34893.0,24.4,0,36.7,1,0
109,4025,47220.0,15.1,0,23.4,0,1
110,4027,40426.0,21.1,0,30.8,1,1
111,5001,41179.0,20.7,0,30.5,1,0
112,5003,39871.0,19.6,0,31.2,1,0
113,5005,36902.0,16.4,0,28.5,0,0
114,5007,60294.0,10.8,0,15.3,0,1
115,5009,40909.0,16.5,0,25.1,0,0
116,5011,37331.0,28.0,1,40.2,1,0
117,5013,40526.0,16.7,0,23.1,0,0
118,5015,37587.0,16.6,0,27.7,1,0
119,5017,29968.0,31.4,1,43.2,1,0
120,5019,37856.0,22.5,0,28.2,1,0
121,5021,35324.0,20.8,0,27.9,1,0
122,5023,43913.0,15.6,0,24.7,0,0
123,5025,44123.0,18.1,0,25.9,0,1
124,5027,38057.0,23.8,1,32.8,1,0
125,5029,43702.0,17.8,0,29.1,0,0
126,5031,42460.0,17.3,0,24.3,0,1
127,5033,46545.0,14.4,0,22.5,0,1
128,5035,37371.0,25.9,1,37.3,1,1
129,5037,39132.0,21.5,0,31.8,1,0
130,5039,33352.0,21.3,0,35.9,0,0
131,5041,30987.0,30.9,1,45.7,1,0
132,5043,39339.0,21.2,0,29.3,0,0
133,5045,51157.0,14.8,0,17.0,0,1
134,5047,41933.0,18.2,0,26.9,0,0
135,5049,34717.0,19.4,0,34.2,1,0
136,5051,37723.0,19.3,0,28.2,0,1
137,5053,47652.0,13.2,0,18.8,0,1
138,5055,43996.0,17.1,0,24.9,0,0
139,5057,34560.0,24.1,0,34.1,1,0
140,5059,39851.0,20.8,0,28.1,0,0
141,5061,33199.0,18.7,0,30.7,0,0
142,5063,38241.0,18.0,0,26.8,0,0
143,5065,35355.0,19.8,0,31.4,1,0
144,5067,32571.0,27.5,0,39.7,1,0
145,5069,36990.0,26.5,1,37.8,1,1
146,5071,35877.0,21.8,0,29.1,0,0
147,5073,33864.0,22.7,1,36.3,1,0
148,5075,34808.0,23.7,0,33.5,1,0
149,5077,28481.0,35.9,1,48.7,1,0
150,5079,40216.0,25.1,0,27.4,1,1
151,5081,39265.0,19.9,0,28.2,0,1
152,5083,37924.0,20.5,0,30.5,0,0
153,5085,56240.0,11.9,0,16.7,0,1
154,5087,41007.0,18.8,0,29.1,1,1
155,5089,34946.0,18.8,0,34.7,0,0
156,5091,39005.0,22.3,0,31.5,1,1
157,5093,34888.0,26.3,1,37.6,1,0
158,5095,30801.0,30.9,1,46.7,1,0
159,5097,37813.0,21.8,0,34.8,1,0
160,5099,35914.0,24.0,1,35.6,1,0
161,5101,33679.0,24.2,1,37.1,1,0
162,5103,37987.0,22.8,0,35.1,1,0
163,5105,43020.0,16.8,0,25.9,0,1
164,5107,28224.0,37.3,1,56.4,1,0
165,5109,36266.0,18.5,0,30.2,0,0
166,5111,32756.0,23.9,1,36.6,1,1
167,5113,34723.0,24.4,0,32.4,1,0
168,5115,41074.0,20.8,0,24.6,0,0
169,5117,39518.0,19.6,0,28.5,0,0
170,5119,46473.0,19.4,0,27.7,0,1
171,5121,34730.0,17.6,0,27.4,0,0
172,5123,31625.0,30.7,1,44.3,1,0
173,5125,56926.0,10.7,0,15.3,0,1
174,5127,36028.0,20.8,0,34.7,1,0
175,5129,30427.0,22.2,1,39.1,1,0
176,5131,41452.0,22.1,0,29.9,0,1
177,5133,41848.0,20.8,0,32.2,0,0
178,5135,32095.0,24.6,0,39.2,1,0
179,5137,32023.0,21.5,0,36.3,1,0
180,5139,42195.0,19.7,0,27.0,1,0
181,5141,38306.0,19.0,0,29.6,1,0
182,5143,46418.0,16.9,0,21.3,0,1
183,5145,42508.0,19.7,0,24.2,0,0
184,5147,31013.0,25.8,1,39.3,1,0
185,5149,37415.0,17.8,0,27.6,0,0
186,6001,81462.0,11.5,0,13.8,0,1
187,6003,50882.0,19.0,0,35.7,0,0
188,6005,55879.0,13.1,0,19.5,0,0
189,6007,45369.0,21.4,0,23.8,0,1
190,6009,52471.0,13.0,0,21.2,0,0
191,6011,51118.0,13.2,0,19.4,0,0
192,6013,83036.0,10.2,0,12.7,0,1
193,6015,38963.0,23.3,0,33.8,0,0
194,6017,75575.0,9.1,0,11.6,0,1
195,6019,46608.0,25.2,0,36.3,1,1
196,6021,43584.0,18.5,0,25.7,0,0
197,6023,40739.0,20.9,0,23.0,0,0
198,6025,39925.0,24.3,0,31.4,1,1
199,6027,51697.0,12.4,0,19.9,0,0
200,6029,51150.0,21.9,0,31.3,0,1
201,6031,46440.0,22.4,0,28.4,0,1
202,6033,37993.0,20.5,0,30.2,0,0
203,6035,54670.0,17.1,0,19.7,0,0
204,6037,59045.0,16.7,0,23.5,0,1
205,6039,46593.0,22.6,0,32.3,1,1
206,6041,99868.0,7.5,0,8.8,0,1
207,6043,44595.0,15.2,0,24.1,0,0
208,6045,43237.0,20.3,0,27.3,0,0
209,6047,42879.0,25.9,0,35.9,0,1
210,6049,38402.0,20.3,0,31.1,0,0
211,6051,53992.0,11.2,0,17.3,0,0
212,6053,60047.0,15.3,0,22.3,0,1
213,6055,72683.0,10.1,0,12.1,0,1
214,6057,57627.0,12.4,0,16.4,0,0
215,6059,78002.0,12.7,0,16.8,0,1
216,6061,76203.0,8.6,0,9.0,0,1
217,6063,46813.0,13.8,0,22.5,0,0
218,6065,57895.0,16.2,0,22.6,0,1
219,6067,58735.0,16.9,0,22.7,0,1
220,6069,76521.0,9.3,0,14.0,0,1
221,6071,53526.0,18.9,0,27.3,0,1
222,6073,67053.0,13.9,0,17.8,0,1
223,6075,90527.0,12.4,0,13.5,0,1
224,6077,53341.0,17.5,0,23.7,0,1
225,6079,61761.0,14.4,0,14.6,0,1
226,6081,101133.0,8.4,0,9.7,0,1
227,6083,63049.0,15.6,0,20.0,0,1
228,6085,102191.0,8.3,0,9.0,0,1
229,6087,64841.0,15.4,0,17.6,0,1
230,6089,45943.0,19.0,0,26.5,0,1
231,6091,47535.0,13.8,0,17.4,0,0
232,6093,37447.0,22.6,0,31.4,0,0
233,6095,67202.0,12.0,0,15.8,0,1
234,6097,66463.0,11.0,0,14.0,0,1
235,6099,51949.0,19.5,0,26.6,0,1
236,6101,50810.0,17.5,0,24.4,0,1
237,6103,40292.0,22.5,0,32.1,0,0
238,6105,37669.0,19.7,0,32.1,0,0
239,6107,42637.0,27.2,0,36.3,1,1
240,6109,53136.0,14.5,0,21.6,0,0
241,6111,79285.0,9.9,0,14.3,0,1
242,6113,58766.0,17.5,0,16.8,0,1
243,6115,46500.0,21.6,0,31.7,1,1
244,8001,62991.0,12.8,0,17.3,0,1
245,8003,40067.0,24.0,1,30.2,1,0
246,8005,67062.0,9.2,0,12.2,0,1
247,8007,50361.0,13.1,0,25.4,0,0
248,8009,35405.0,20.8,0,32.1,1,0
249,8011,36630.0,36.7,0,40.3,0,0
250,8013,72392.0,12.3,0,10.9,0,1
251,8014,86548.0,4.9,0,5.8,0,1
252,8015,50947.0,11.7,0,17.5,0,0
253,8017,50620.0,11.7,0,17.3,0,0
254,8019,67262.0,9.6,0,14.3,0,1
255,8021,37102.0,20.2,0,29.9,0,0
256,8023,27944.0,28.2,1,43.3,1,0
257,8025,35405.0,44.3,0,38.5,1,0
258,8027,43995.0,15.1,0,32.8,1,0
259,8029,42586.0,15.8,0,23.7,0,0
260,8031,57886.0,15.7,0,23.1,1,1
261,8033,44829.0,14.9,0,22.4,0,0
262,8035,109926.0,3.4,0,3.3,0,1
263,8037,75191.0,7.6,0,10.6,0,0
264,8039,90270.0,5.9,0,8.0,0,1
265,8041,60050.0,11.0,0,14.9,0,1
266,8043,41967.0,17.2,0,24.8,0,0
267,8045,64487.0,10.3,0,14.6,0,0
268,8047,67389.0,8.0,0,12.0,0,1
269,8049,59885.0,8.3,0,13.5,0,0
270,8051,47619.0,12.5,0,14.3,0,0
271,8053,58613.0,10.9,0,30.8,0,0
272,8055,33098.0,23.2,0,41.6,1,0
273,8057,46905.0,13.9,0,25.3,0,0
274,8059,71209.0,7.9,0,9.7,0,1
275,8061,42108.0,13.9,0,22.1,0,0
276,8063,44090.0,12.2,0,20.0,0,0
277,8065,45913.0,15.7,0,25.5,0,0
278,8067,60732.0,9.4,0,11.5,0,0
279,8069,64935.0,12.2,0,10.7,0,1
280,8071,38858.0,19.3,0,28.1,0,0
281,8073,43188.0,19.4,0,25.0,0,0
282,8075,46306.0,15.5,0,17.9,0,0
283,8077,51449.0,14.1,0,17.8,0,1
284,8079,50481.0,9.4,0,19.0,0,0
285,8081,59173.0,11.7,0,17.4,0,0
286,8083,42975.0,19.3,0,28.7,0,0
287,8085,46860.0,17.7,0,25.2,0,0
288,8087,49087.0,12.1,0,16.9,0,0
289,8089,34970.0,20.6,0,30.6,1,0
290,8091,60402.0,9.4,0,15.2,0,0
291,8093,63319.0,9.2,0,14.7,0,1
292,8095,48562.0,11.1,0,16.7,0,0
293,8097,76663.0,7.0,0,7.6,0,0
294,8099,41348.0,19.6,0,27.9,1,0
295,8101,40540.0,19.8,0,27.1,0,1
296,8103,61426.0,9.7,0,11.2,0,0
297,8105,40259.0,17.2,0,28.7,0,0
298,8107,70989.0,8.9,0,10.9,0,0
299,8109,34209.0,29.6,1,49.3,1,0
300,8111,43489.0,15.6,0,33.7,0,0
301,8113,62793.0,11.0,0,13.3,0,0
302,8115,40325.0,13.6,0,23.8,0,0
303,8117,69633.0,8.7,0,10.3,0,0
304,8119,66191.0,8.8,0,15.3,0,1
305,8121,47592.0,11.4,0,15.6,0,0
306,8123,69434.0,11.3,0,13.5,0,1
307,8125,48934.0,14.1,0,18.6,0,0
308,9001,86297.0,9.0,0,11.2,0,1
309,9003,69260.0,11.1,0,15.7,0,1
310,9005,70847.0,7.4,0,9.4,0,0
311,9007,82878.0,6.7,0,7.4,0,1
312,9009,61758.0,13.6,0,20.0,0,1
313,9011,65602.0,11.1,0,17.4,0,1
314,9013,81616.0,7.1,0,7.2,0,1
315,9015,61303.0,10.9,0,16.8,0,1
316,10001,55678.0,14.2,0,21.3,0,1
317,10003,66179.0,12.1,0,17.6,0,1
318,10005,54309.0,12.3,0,21.4,0,1
319,11001,73115.0,17.7,0,28.3,1,1
320,12001,47023.0,21.1,1,21.6,0,1
321,12003,50883.0,16.8,0,24.2,0,1
322,12005,47745.0,16.5,0,25.8,0,1
323,12007,40879.0,21.3,0,31.0,0,0
324,12009,50352.0,13.4,0,21.3,0,1
325,12011,53624.0,14.0,0,20.3,0,1
326,12013,36062.0,22.2,0,32.8,0,0
327,12015,45495.0,12.4,0,23.3,0,1
328,12017,39982.0,17.5,0,31.4,0,1
329,12019,59244.0,11.6,0,15.7,0,1
330,12021,62385.0,13.6,0,22.9,0,1
331,12023,43303.0,19.7,0,30.4,0,0
332,12027,34380.0,30.5,0,41.3,1,0
333,12029,35749.0,29.3,0,38.2,0,0
334,12031,49565.0,16.0,0,25.4,0,1
335,12033,45735.0,15.4,0,27.4,1,1
336,12035,50347.0,11.7,0,20.9,0,1
337,12037,38220.0,23.7,0,38.5,1,0
338,12039,36637.0,24.5,0,38.4,1,1
339,12041,39342.0,19.2,0,29.5,0,1
340,12043,40215.0,22.1,0,33.1,0,0
341,12045,41320.0,21.9,0,29.2,1,1
342,12047,33497.0,31.8,1,44.6,1,0
343,12049,35850.0,25.9,1,36.5,1,0
344,12051,39320.0,25.8,0,36.4,1,0
345,12053,43103.0,14.3,0,24.5,0,1
346,12055,34691.0,22.9,0,38.1,1,1
347,12057,51710.0,15.8,0,21.4,0,1
348,12059,35202.0,25.9,0,34.9,1,0
349,12061,49887.0,13.0,0,22.5,0,1
350,12063,36751.0,22.5,0,31.8,0,0
351,12065,42210.0,19.4,0,30.9,0,1
352,12067,40345.0,23.8,0,29.5,1,0
353,12069,49711.0,12.8,0,20.9,0,1
354,12071,50713.0,15.9,0,25.2,0,1
355,12073,46405.0,21.8,0,22.3,0,1
356,12075,36005.0,22.1,0,35.3,1,0
357,12077,39623.0,22.6,0,29.9,0,0
358,12079,34360.0,27.0,1,36.9,1,0
359,12081,50728.0,14.8,0,24.2,0,1
360,12083,40053.0,18.7,0,31.9,1,1
361,12085,53459.0,11.2,0,18.1,0,1
362,12086,43687.0,20.0,0,27.3,0,1
363,12087,58332.0,11.3,0,18.8,0,0
364,12089,55707.0,10.8,0,16.0,0,1
365,12091,55391.0,11.3,0,18.7,0,1
366,12093,35787.0,23.2,0,34.6,0,0
367,12095,50593.0,15.6,0,22.6,0,1
368,12097,45127.0,18.5,0,27.5,0,1
369,12099,56638.0,13.5,0,20.8,0,1
370,12101,46080.0,14.6,0,19.5,0,1
371,12103,47591.0,13.6,0,20.6,0,1
372,12105,44024.0,17.3,0,26.7,0,1
373,12107,32351.0,27.3,0,41.1,1,0
374,12109,71896.0,9.8,0,10.1,0,1
375,12111,45918.0,16.4,0,25.3,1,1
376,12113,59289.0,12.3,0,16.9,0,1
377,12115,55882.0,9.7,0,17.6,0,1
378,12117,57357.0,11.5,0,16.1,0,1
379,12119,54592.0,10.1,0,30.6,1,1
380,12121,37368.0,23.6,0,35.2,1,0
381,12123,39116.0,21.2,0,30.0,1,0
382,12125,41078.0,26.2,0,26.4,0,0
383,12127,42334.0,16.3,0,25.1,0,1
384,12129,48703.0,16.5,0,21.3,0,1
385,12131,47875.0,14.8,0,26.1,1,1
386,12133,36328.0,24.8,0,34.2,1,0
387,13001,39588.0,22.5,0,34.2,1,0
388,13003,32398.0,26.9,1,40.5,1,0
389,13005,35431.0,23.9,1,36.8,1,0
390,13007,34455.0,28.7,1,41.9,1,1
391,13009,38015.0,26.0,0,35.5,1,0
392,13011,44146.0,15.8,0,24.4,0,0
393,13013,53789.0,15.6,0,21.3,0,1
394,13015,50900.0,13.6,0,21.5,0,1
395,13017,30776.0,32.5,1,46.9,1,0
396,13019,35518.0,25.5,0,36.9,1,0
397,13021,38870.0,26.7,0,41.6,1,1
398,13023,42716.0,19.3,0,31.7,1,0
399,13025,37709.0,21.6,0,34.3,0,1
400,13027,36820.0,25.4,1,38.9,1,1
401,13029,69650.0,13.1,0,16.2,0,1
402,13031,36544.0,29.9,1,31.3,1,0
403,13033,36977.0,25.1,1,37.9,1,1
404,13035,44166.0,19.0,0,26.9,0,1
405,13037,30972.0,37.5,1,42.4,1,0
406,13039,52706.0,13.6,0,20.4,0,0
407,13043,32806.0,28.1,0,43.3,1,0
408,13045,45453.0,20.4,0,26.4,0,1
409,13047,50979.0,13.1,0,19.6,0,1
410,13049,37037.0,32.5,0,37.7,0,0
411,13051,48885.0,17.8,0,25.3,1,1
412,13053,41066.0,21.0,0,24.5,0,1
413,13055,38063.0,20.4,0,28.8,0,0
414,13057,74885.0,9.4,0,12.3,0,1
415,13059,33302.0,38.1,1,41.6,0,1
416,13061,25941.0,34.3,1,52.0,1,0
417,13063,41731.0,23.3,0,35.4,0,1
418,13065,31848.0,28.2,1,39.6,1,0
419,13067,70097.0,11.4,0,16.4,0,1
420,13069,34775.0,22.6,0,34.0,1,0
421,13071,34151.0,24.1,0,35.5,1,0
422,13073,75232.0,9.3,0,11.3,0,1
423,13075,34505.0,24.1,0,35.7,1,0
424,13077,67268.0,10.9,0,16.4,0,1
425,13079,43559.0,20.6,0,28.9,0,1
426,13081,31095.0,32.3,1,47.4,1,0
427,13083,43632.0,16.2,0,21.8,0,1
428,13085,60195.0,12.1,0,18.0,0,1
429,13087,37661.0,27.3,1,39.9,1,0
430,13089,53994.0,17.8,0,27.7,0,1
431,13091,34611.0,24.8,0,38.1,0,0
432,13093,32323.0,33.8,1,45.4,1,0
433,13095,34799.0,29.4,1,42.1,1,1
434,13097,58443.0,14.1,0,21.6,0,1
435,13099,31935.0,26.5,1,41.6,1,0
436,13101,34414.0,25.9,0,39.3,0,1
437,13103,63255.0,11.4,0,15.3,0,1
438,13105,35814.0,23.7,0,35.3,1,0
439,13107,31772.0,27.0,1,40.2,1,0
440,13109,34085.0,27.4,1,41.8,1,0
441,13111,39796.0,17.4,0,29.8,0,0
442,13113,80588.0,7.0,0,10.0,0,1
443,13115,41130.0,19.6,0,28.7,0,1
444,13117,97886.0,6.3,0,6.9,0,1
445,13119,40156.0,21.9,0,31.3,0,0
446,13121,59911.0,16.0,0,23.8,1,1
447,13123,43907.0,16.9,0,30.6,0,0
448,13125,40732.0,17.8,0,24.4,0,0
449,13127,46377.0,18.2,0,30.0,1,1
450,13129,44580.0,18.1,0,26.4,0,0
451,13131,36486.0,29.3,1,41.1,1,0
452,13133,43326.0,21.2,1,37.9,1,0
453,13135,61797.0,12.6,0,17.9,0,1
454,13137,44400.0,16.6,0,23.5,0,0
455,13139,54578.0,16.9,0,24.3,0,1
456,13141,28328.0,34.7,1,43.7,1,0
457,13143,41167.0,19.2,0,27.0,0,1
458,13145,65887.0,9.9,0,13.6,0,1
459,13147,39567.0,18.6,0,28.7,0,0
460,13149,41514.0,19.1,0,30.7,0,1
461,13151,65437.0,9.9,0,15.8,0,1
462,13153,55860.0,15.2,0,22.6,0,1
463,13155,35284.0,24.7,0,37.1,1,0
464,13157,56102.0,13.0,0,17.8,0,0
465,13159,46398.0,17.4,0,28.9,0,1
466,13161,36186.0,21.7,0,34.1,1,0
467,13163,32023.0,27.7,1,39.7,1,0
468,13165,29924.0,35.9,1,47.3,1,0
469,13167,30794.0,30.2,1,37.1,1,0
470,13169,52777.0,14.2,0,20.7,0,1
471,13171,42177.0,21.0,0,29.3,0,1
472,13173,37616.0,21.8,0,35.9,1,1
473,13175,36960.0,25.5,0,36.0,1,0
474,13177,68636.0,10.7,0,16.1,0,1
475,13179,39612.0,20.3,0,27.3,0,1
476,13181,39089.0,21.4,0,31.9,0,1
477,13183,42542.0,19.1,0,27.7,1,1
478,13185,37699.0,26.5,0,32.4,1,1
479,13187,48101.0,16.5,0,22.4,0,0
480,13189,36346.0,27.4,0,40.5,1,1
481,13191,38770.0,24.0,0,39.3,0,1
482,13193,30696.0,33.5,1,43.6,1,0
483,13195,40735.0,15.1,0,23.0,0,1
484,13197,35265.0,25.5,1,40.1,1,1
485,13199,37866.0,22.1,0,33.7,1,1
486,13201,35357.0,25.1,0,37.8,1,0
487,13205,34139.0,28.0,1,38.1,1,0
488,13207,53070.0,14.2,0,19.5,0,1
489,13209,36821.0,24.3,0,32.2,1,0
490,13211,51081.0,14.3,0,22.8,0,1
491,13213,43142.0,17.8,0,26.7,0,1
492,13215,41828.0,22.2,0,31.1,1,1
493,13217,51177.0,14.9,0,23.3,0,1
494,13219,76371.0,6.8,0,8.6,0,1
495,13221,43428.0,16.9,0,25.2,0,1
496,13223,62658.0,8.8,0,12.7,0,1
497,13225,41725.0,22.0,1,33.4,1,1
498,13227,56289.0,12.6,0,22.2,0,1
499,13229,39648.0,22.1,0,31.1,1,0
500,13231,56233.0,11.7,0,16.9,0,1
501,13233,39402.0,20.8,0,32.3,0,0
502,13235,39209.0,24.4,0,34.5,0,1
503,13237,44323.0,18.1,0,33.1,0,0
504,13239,29921.0,28.9,1,47.9,1,0
505,13241,40834.0,16.1,0,28.1,0,0
506,13243,30505.0,26.9,1,44.1,1,0
507,13245,40821.0,24.3,0,37.7,1,1
508,13247,51510.0,15.9,0,26.0,0,1
509,13249,41737.0,19.5,0,29.0,1,0
510,13251,35911.0,27.0,1,40.0,1,0
511,13253,31615.0,25.8,1,42.7,1,0
512,13255,41250.0,22.2,0,35.5,1,1
513,13257,38503.0,21.2,0,31.0,0,0
514,13259,28977.0,42.0,1,48.4,1,0
515,13261,33802.0,30.8,1,48.1,1,0
516,13263,33510.0,25.6,1,41.8,1,0
517,13265,28952.0,33.5,1,54.4,1,0
518,13267,37163.0,27.5,1,36.1,1,0
519,13269,32041.0,27.3,1,41.1,1,0
520,13271,31149.0,34.7,1,42.2,1,0
521,13273,32342.0,36.5,1,55.7,1,1
522,13275,40449.0,21.7,0,32.4,1,0
523,13277,39988.0,27.1,0,39.8,1,0
524,13279,34953.0,25.1,1,39.0,1,0
525,13281,39782.0,16.7,0,26.6,0,0
526,13283,32086.0,28.7,1,41.6,1,0
527,13285,41289.0,19.3,0,28.4,1,0
528,13287,35117.0,28.4,1,44.8,1,0
529,13289,36086.0,26.3,0,35.1,1,1
530,13291,42782.0,14.3,0,26.7,0,0
531,13293,37864.0,22.7,0,33.7,0,0
532,13295,42249.0,18.8,0,26.5,0,1
533,13297,57312.0,12.7,0,19.3,0,1
534,13299,35270.0,28.4,1,45.6,1,0
535,13301,32350.0,27.7,1,43.9,1,0
536,13303,36499.0,26.3,1,36.5,1,0
537,13305,41466.0,20.8,0,32.8,1,0
538,13307,35770.0,23.6,0,36.1,1,0
539,13309,30926.0,39.3,1,39.2,1,0
540,13311,43598.0,15.2,0,24.9,0,0
541,13313,45921.0,15.3,0,22.1,0,1
542,13315,32480.0,30.4,1,40.4,1,0
543,13317,34031.0,22.9,0,34.7,1,0
544,13319,38103.0,20.9,0,34.2,1,0
545,13321,39560.0,21.7,0,34.3,1,1
546,15001,54914.0,18.3,0,28.5,0,0
547,15003,76544.0,9.2,0,11.5,0,1
548,15005,,,0,,0,1
549,15007,70122.0,11.2,0,15.9,0,0
550,15009,68684.0,10.7,0,15.3,0,1
551,16001,58431.0,11.7,0,12.2,0,1
552,16003,39943.0,15.8,0,26.5,0,0
553,16005,43298.0,22.3,0,22.2,0,1
554,16007,48309.0,13.7,0,19.7,0,0
555,16009,41368.0,18.0,0,25.5,0,0
556,16011,49644.0,14.0,0,18.2,0,0
557,16013,65272.0,8.9,0,12.0,0,0
558,16015,52728.0,14.4,0,23.0,0,1
559,16017,44072.0,15.8,0,23.6,0,0
560,16019,54008.0,13.2,0,16.7,0,1
561,16021,41803.0,15.8,0,24.3,0,0
562,16023,43780.0,15.9,0,20.2,0,1
563,16025,46203.0,10.7,0,15.4,0,0
564,16027,44585.0,15.9,0,19.1,0,1
565,16029,57017.0,10.8,0,14.0,0,0
566,16031,47932.0,16.7,0,20.5,0,0
567,16033,40098.0,15.3,0,16.5,0,0
568,16035,42630.0,15.3,0,24.0,0,0
569,16037,45801.0,14.0,0,19.5,0,0
570,16039,44509.0,15.0,0,21.7,0,0
571,16041,53901.0,9.7,0,13.0,0,1
572,16043,49555.0,15.0,0,24.1,0,0
573,16045,44017.0,15.8,0,24.2,0,1
574,16047,48950.0,13.9,0,21.3,0,0
575,16049,41157.0,16.3,0,23.0,0,0
576,16051,53555.0,10.5,0,13.9,0,1
577,16053,47034.0,15.8,0,21.7,0,0
578,16055,48864.0,14.7,0,19.2,0,1
579,16057,46360.0,19.6,0,14.5,0,0
580,16059,40087.0,17.6,0,26.8,0,0
