,FOODINSEC_12_14,FOODINSEC_15_17,VLFOODSEC_12_14,VLFOODSEC_15_17
2977,13.7,10.8,5.5,4.1
2978,13.7,10.8,5.5,4.1
2979,13.7,10.8,5.5,4.1
2980,13.7,10.8,5.5,4.1
2981,13.7,10.8,5.5,4.1
2982,13.7,10.8,5.5,4.1
2983,13.7,10.8,5.5,4.1
2984,13.7,10.8,5.5,4.1
2985,13.7,10.8,5.5,4.1
2986,13.7,10.8,5.5,4.1
2987,13.7,10.8,5.5,4.1
2988,13.7,10.8,5.5,4.1
2989,13.7,10.8,5.5,4.1
2990,13.7,10.8,5.5,4.1
2991,13.7,10.8,5.5,4.1
2992,13.7,10.8,5.5,4.1
2993,11.4,10.0,4.9,3.8
2994,11.4,10.0,4.9,3.8
2995,11.4,10.0,4.9,3.8
2996,11.4,10.0,4.9,3.8
2997,11.4,10.0,4.9,3.8
2998,11.4,10.0,4.9,3.8
2999,11.4,10.0,4.9,3.8
3000,11.4,10.0,4.9,3.8
3001,11.4,10.0,4.9,3.8
3002,11.4,10.0,4.9,3.8
3003,11.4,10.0,4.9,3.8
3004,11.4,10.0,4.9,3.8
3005,11.4,10.0,4.9,3.8
3006,11.4,10.0,4.9,3.8
3007,11.4,10.0,4.9,3.8
3008,11.4,10.0,4.9,3.8
3009,11.4,10.0,4.9,3.8
3010,11.4,10.0,4.9,3.8
3011,11.4,10.0,4.9,3.8
3012,11.4,10.0,4.9,3.8
3013,11.4,10.0,4.9,3.8
3014,11.4,10.0,4.9,3.8
3015,11.4,10.0,4.9,3.8
3016,11.4,10.0,4.9,3.8
3017,11.4,10.0,4.9,3.8
3018,11.4,10.0,4.9,3.8
3019,11.4,10.0,4.9,3.8
3020,11.4,10.0,4.9,3.8
3021,11.4,10.0,4.9,3.8
3022,11.4,10.0,4.9,3.8
3023,11.4,10.0,4.9,3.8
3024,11.4,10.0,4.9,3.8
3025,11.4,10.0,4.9,3.8
3026,11.4,10.0,4.9,3.8
3027,11.4,10.0,4.9,3.8
3028,11.4,10.0,4.9,3.8
3029,11.4,10.0,4.9,3.8
3030,11.4,10.0,4.9,3.8
3031,11.4,10.0,4.9,3.8
3032,11.4,10.0,4.9,3.8
3033,11.4,10.0,4.9,3.8
3034,11.4,10.0,4.9,3.8
3035,11.4,10.0,4.9,3.8
3036,11.4,10.0,4.9,3.8
3037,11.4,10.0,4.9,3.8
3038,11.4,10.0,4.9,3.8
3039,11.4,10.0,4.9,3.8
3040,11.4,10.0,4.9,3.8
3041,11.4,10.0,4.9,3.8
3042,11.4,10.0,4.9,3.8
3043,11.4,10.0,4.9,3.8
3044,11.4,10.0,4.9,3.8
3045,11.4,10.0,4.9,3.8
3046,11.4,10.0,4.9,3.8
3047,11.4,10.0,4.9,3.8
3048,15.3,14.9,5.9,6.2
3049,15.3,14.9,5.9,6.2
3050,15.3,14.9,5.9,6.2
3051,15.3,14.9,5.9,6.2
3052,15.3,14.9,5.9,6.2
3053,15.3,14.9,5.9,6.2
3054,15.3,14.9,5.9,6.2
3055,15.3,14.9,5.9,6.2
3056,15.3,14.9,5.9,6.2
3057,15.3,14.9,5.9,6.2
3058,15.3,14.9,5.9,6.2
3059,15.3,14.9,5.9,6.2
3060,15.3,14.9,5.9,6.2
3061,15.3,14.9,5.9,6.2
3062,15.3,14.9,5.9,6.2
3063,15.3,14.9,5.9,6.2
3064,15.3,14.9,5.9,6.2
3065,15.3,14.9,5.9,6.2
3066,15.3,14.9,5.9,6.2
3067,15.3,14.9,5.9,6.2
3068,15.3,14.9,5.9,6.2
3069,15.3,14.9,5.9,6.2
3070,15.3,14.9,5.9,6.2
3071,15.3,14.9,5.9,6.2
3072,15.3,14.9,5.9,6.2
3073,15.3,14.9,5.9,6.2
3074,15.3,14.9,5.9,6.2
3075,15.3,14.9,5.9,6.2
3076,15.3,14.9,5.9,6.2
3077,15.3,14.9,5.9,6.2
3078,15.3,14.9,5.9,6.2
3079,15.3,14.9,5.9,6.2
3080,15.3,14.9,5.9,6.2
3081,15.3,14.9,5.9,6.2
3082,15.3,14.9,5.9,6.2
3083,15.3,14.9,5.9,6.2
3084,15.3,14.9,5.9,6.2
3085,15.3,14.9,5.9,6.2
3086,15.3,14.9,5.9,6.2
3087,15.3,14.9,5.9,6.2
3088,15.3,14.9,5.9,6.2
3089,15.3,14.9,5.9,6.2
3090,15.3,14.9,5.9,6.2
3091,15.3,14.9,5.9,6.2
3092,15.3,14.9,5.9,6.2
3093,15.3,14.9,5.9,6.2
3094,15.3,14.9,5.9,6.2
3095,15.3,14.9,5.9,6.2
3096,15.3,14.9,5.9,6.2
3097,15.3,14.9,5.9,6.2
3098,15.3,14.9,5.9,6.2
3099,15.3,14.9,5.9,6.2
3100,15.3,14.9,5.9,6.2
3101,15.3,14.9,5.9,6.2
3102,15.3,14.9,5.9,6.2
3103,15.3,14.9,5.9,6.2
3104,15.3,14.9,5.9,6.2
3105,15.3,14.9,5.9,6.2
3106,15.3,14.9,5.9,6.2
3107,15.3,14.9,5.9,6.2
3108,15.3,14.9,5.9,6.2
3109,15.3,14.9,5.9,6.2
3110,15.3,14.9,5.9,6.2
3111,15.3,14.9,5.9,6.2
3112,15.3,14.9,5.9,6.2
3113,15.3,14.9,5.9,6.2
3114,15.3,14.9,5.9,6.2
3115,15.3,14.9,5.9,6.2
3116,15.3,14.9,5.9,6.2
3117,15.3,14.9,5.9,6.2
3118,15.3,14.9,5.9,6.2
3119,15.3,14.9,5.9,6.2
3120,14.0,13.2,5.3,5.1
3121,14.0,13.2,5.3,5.1
3122,14.0,13.2,5.3,5.1
3123,14.0,13.2,5.3,5.1
3124,14.0,13.2,5.3,5.1
3125,14.0,13.2,5.3,5.1
3126,14.0,13.2,5.3,5.1
3127,14.0,13.2,5.3,5.1
3128,14.0,13.2,5.3,5.1
3129,14.0,13.2,5.3,5.1
3130,14.0,13.2,5.3,5.1
3131,14.0,13.2,5.3,5.1
3132,14.0,13.2,5.3,5.1
3133,14.0,13.2,5.3,5.1
3134,14.0,13.2,5.3,5.1
3135,14.0,13.2,5.3,5.1
3136,14.0,13.2,5.3,5.1
3137,14.0,13.2,5.3,5.1
3138,14.0,13.2,5.3,5.1
3139,14.0,13.2,5.3,5.1
3140,14.0,13.2,5.3,5.1
3141,14.0,13.2,5.3,5.1
3142,14.0,13.2,5.3,5.1
